🐼央视,#genre#
CCTV-6,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0006_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-7,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0007_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-8,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0008_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-9,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0009_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-10,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0010_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-11,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0011_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-12,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0012_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-13,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0013_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-14,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0014_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV-15,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0015_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0137_1.m3u8?key=tvbox6_com&playlive=1&authid=0
福建综合,http://202311291600.iptv.hongruida.work:8800/tsfile/live/1001_1.m3u8?key=tvbox6_com&playlive=1&authid=0
厦门卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0129_1.m3u8?key=tvbox6_com&playlive=1&authid=0
东方卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0107_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0128_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江苏卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0127_1.m3u8?key=tvbox6_com&playlive=1&authid=0
浙江卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0124_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河北卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0117_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广东卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0125_1.m3u8?key=tvbox6_com&playlive=1&authid=0
山东卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0131_1.m3u8?key=tvbox6_com&playlive=1&authid=0
湖北卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0132_1.m3u8?key=tvbox6_com&playlive=1&authid=0
黑龙江卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0143_1.m3u8?key=tvbox6_com&playlive=1&authid=0
贵州卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0120_1.m3u8?key=tvbox6_com&playlive=1&authid=0
安徽卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0130_1.m3u8?key=tvbox6_com&playlive=1&authid=0
天津卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0135_1.m3u8?key=tvbox6_com&playlive=1&authid=0
四川卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0123_1.m3u8?key=tvbox6_com&playlive=1&authid=0
江西卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0138_1.m3u8?key=tvbox6_com&playlive=1&authid=0
辽宁卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0121_1.m3u8?key=tvbox6_com&playlive=1&authid=0
重庆卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0142_1.m3u8?key=tvbox6_com&playlive=1&authid=0
北京卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0122_1.m3u8?key=tvbox6_com&playlive=1&authid=0
云南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0119_1.m3u8?key=tvbox6_com&playlive=1&authid=0
河南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0139_1.m3u8?key=tvbox6_com&playlive=1&authid=0
海南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/1000_1.m3u8?key=tvbox6_com&playlive=1&authid=0
广西卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0113_1.m3u8?key=tvbox6_com&playlive=1&authid=0
青海卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0140_1.m3u8?key=tvbox6_com&playlive=1&authid=0
💝中国香港👉全网,#genre#
「官方」香港卫视,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=1
「官方」香港文旅,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=2
「官方」RTHK32,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=224
「官方」耀才财经,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=228
「官方」点掌财经,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=232
「官方」香港佛陀,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=248
「官方」人间卫视,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=428
「官方」大爱一台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=429
「官方」大爱二台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=430
「官方」GOODTV,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=433
「官方」番薯电视台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=584
「官方」面包台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=585
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8唯心电视台,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
翡翠台,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=571187
星空卫视,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=683118
美亚电视C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
生命电视台,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
大立电视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
纬来体育,https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
台湾Plus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8TVBS
新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8TVBS
亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
台视新聞,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
东森超视,http://38.64.72.148/hls/modn/list/2013/chunklist1.m3u8
东森美国卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
星空卫视,http://jyjxy.7766.org:8811/hls/31/index.m3u8TVB 
星河台,http://jyjxy.7766.org:8811/hls/35/index.m3u8
中国电影,http://jyjxy.7766.org:8811/hls/58/index.m3u8
东森洋片台,http://jyjxy.7766.org:8811/hls/59/index.m3u8
天映经典,http://jyjxy.7766.org:8811/hls/62/index.m3u8
TVB亚洲武侠,http://v2h.jdshipin.com/asia_action/asia_action.stream/chunklist.m3u8
TVB星河,http://v2h.jdshipin.com/xinghe/xinghe.stream/chunklist.m3u8
TVB华丽翡翠台,http://v2h.jdshipin.com/jade/jade.stream/chunklist.m3u8
凤凰香港,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=153402
凤凰卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226547/1.m3u8
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8
凤凰卫视,http://221.7.175.154:8445/tsfile/live/1020_1.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰电影,http://221.7.175.154:8445/tsfile/live/1022_1.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰香港,http://120.84.121.11:808/hls/81/index.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰中文,http://120.84.121.11:808/hls/29/index.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰资讯,http://120.84.121.11:808/hls/28/index.m3u8?key=tvbox6_com&playlive=1&authid=0
天映电影,http://120.84.121.11:808/hls/85/index.m3u8?key=tvbox6_com&playlive=1&authid=0
龙祥电影,http://120.84.121.11:808/hls/35/index.m3u8?key=tvbox6_com&playlive=1&authid=0TVB1
本港台,http://120.84.121.11:808/hls/86/index.m3u8?key=tvbox6_com&playlive=1&authid=0
TVB2翡翠,http://120.84.121.11:808/hls/25/index.m3u8?key=tvbox6_com&playlive=1&authid=0
TVB3明珠,http://120.84.121.11:808/hls/26/index.m3u8?key=tvbox6_com&playlive=1&authid=0
星空卫视,http://120.84.121.11:808/hls/79/index.m3u8?key=tvbox6_com&playlive=1&authid=0
凤凰资讯,http://112.19.171.156:9999/udp/239.93.0.118:2191 
凤凰卫视,http://112.19.171.156:9999/udp/239.93.0.162:2192
凤凰中文,https://edge2.laotv.la/live/PhxChinese/sc-gaFECQ/index.m3u8
凤凰资讯,https://edge2.laotv.la/live/PhoenixNews/sc-gaFECQ/index.m3u8
翡翠台,http://61.140.112.194:808/hls/105/index.m3u8?key=tvbox6_com&playlive=0&authid=0
香港明珠,http://61.140.112.194:808/hls/106/index.m3u8?key=tvbox6_com&playlive=0&authid=0
星空卫视,http://61.140.112.194:808/hls/110/index.m3u8?key=tvbox6_com&playlive=0&authid=0
翡翠台,http://113.86.206.78:9999/tsfile/live/1055_1.m3u8
星河频道,http://113.86.206.78:9999/tsfile/live/1053_1.m3u8
凤凰卫视,http://113.86.206.78:9999/tsfile/live/0108_1.m3u8
东森电影,http://113.86.206.78:9999/tsfile/live/1058_1.m3u8
动作电影,http://113.86.206.78:9999/tsfile/live/1054_1.m3u8
龙祥电影,http://113.86.206.78:9999/tsfile/live/1057_1.m3u8
星空音乐,http://113.86.206.78:9999/tsfile/live/1050_1.m3u8
星空卫视,http://113.86.206.78:9999/tsfile/live/1060_1.m3u8
TVB星河,http://180.167.104.105:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
「代理」无线新闻,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=3#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=5#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=6
「代理」无线财经体育资讯,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=4#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=7#mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=8
「代理」翡翠台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=9
「代理」明珠台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=10
「代理」J2台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=11
「代理」无线新闻,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=12
「代理」翡翠台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=13
「代理」明珠台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=14
「移动」凤凰中文台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=15
「代理」星空卫视,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=16
「代理」翡翠台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=17
「代理」无线新闻,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=18
「代理」娱乐新闻,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=19
「代理」TVB泰国,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=20
「代理」TVB直播,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=21
「代理」神州新闻,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=22
「代理」武侠频道,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=23
「移动」凤凰中文台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=24
「移动」凤凰资讯台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=25
「移动」凤凰中文台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=26
「代理」凤凰卫视美洲,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=27
「代理」凤凰资讯台,mywlkj.ddns.net:754/tv/dl/dl668/hk.php?id=28

💖中国澳门👉全网,#genre#
澳视澳门台,http://tvbox6.com/tv/dl/dl668/top.php?id=301
澳视葡文台,http://tvbox6.com/tv/dl/dl668/top.php?id=302
澳视卫星台,http://tvbox6.com/tv/dl/dl668/top.php?id=303
澳视体育台,http://tvbox6.com/tv/dl/dl668/top.php?id=304
澳视资讯台,http://tvbox6.com/tv/dl/dl668/top.php?id=305
澳视高清台,http://tvbox6.com/tv/dl/dl668/top.php?id=306
澳亚卫视,http://tvbox6.com/tv/dl/dl668/top.php?id=308
澳门卫视,http://tvbox6.com/tv/dl/dl668/top.php?id=309

莲花卫视「酒店」,http://lhq-cctv.8866.org:18181/tsfile/live/1212_1.m3u8
莲花卫视「代理」,http://moss.hk3.345888.xyz.cdn.cloudflare.net/11/lotus.php
💘中国台湾👉全网,#genre#
民视,rtmp://f13h.mine.nu/sat/tv051台视,rtmp://f13h.mine.nu/sat/tv071
中视,rtmp://f13h.mine.nu/sat/tv091华视,rtmp://f13h.mine.nu/sat/tv111
纬来体育,rtmp://f13h.mine.nu/sat/tv721纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771东森超视,rtmp://f13h.mine.nu/sat/tv331MoMo
综合,rtmp://f13h.mine.nu/sat/tv761ELEVEN
体育1,rtmp://f13h.mine.nu/sat/tv731ELEVEN
体育2,rtmp://f13h.mine.nu/sat/tv741
TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8TVBS-Asia,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
东森美洲2,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
开电视,http://51.89.21.73:42947/
緯來體育,http://cloud.yumixiu768.com/tmp/123.m3u8
TVBS新闻台,http://113.119.39.121:808/hls/105/index.m3u8
中天新闻,https://s2.pub/cctv-17
东森新闻,https://s2.pub/cctv-18https://s2.pub/cctv-23
台湾-台视,https://s2.pub/cctv-20
台湾-台视,https://s2.pub/cctv-20
台湾-民视综合台,https://s2.pub/cctv-19
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8

🌍国际频道👉全网,#genre#
「中国」CGTN英语,http://live.cgtn.com/1000/prog_index.m3u8
「中国」CGTN法语,https://news.cgtn.com/resource/live/french/cgtn-f.m3u8
「中国」CGTN西语,http://livees.cgtn.com/500e/prog_index.m3u8
「中国」CGTN阿语,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
「中国」CGTN俄语,https://liveru.cgtn.com/500r/prog_index.m3u8
「中国」CGTN纪录,http://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
「中国」CECTV1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
「中国」CECTV2,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
「中国」CECTV3,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8
「中国」CECTV4,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8

中国国际教育1,http://tvbox6.com/tv/cectv1.m3u8
中国国际教育2,http://tvbox6.com/tv/cectv2.m3u8
中国国际教育3,http://tvbox6.com/tv/cectv3.m3u8
中国国际教育4,http://tvbox6.com/tv/cectv4.m3u8

「国际」LOVE NATURE 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
「国际」REDBULL SPORTS,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
「法国」FASHION,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8

「美国」CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_3_1464000.m3u8
「英国」BBC,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8

「欧洲」EZYV1,http://vvlive.eztv.vip/huawen1/huawen1.m3u8?auth_key=1661769627-0-0-3a16475ac0fa2a152a25661e8634fe39
「欧洲」EZYV2,http://vvlive.eztv.vip/huawen2/huawen2.m3u8?auth_key=1661418936-0-0-bc9f000c6daa2def0b71d5389778b0d3
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1662611110-0-0-cf20c4fcf669736034b6ceac0d01d403
「欧洲」EZYV6,http://vvlive.eztv.vip/huawen6/huawen6.m3u8?auth_key=1660814676-0-0-4d45d97f017e545dd368719f8dd48ffe 

「日本」NEWS 24H,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
「日本」NKK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
「日本」QVC,http://cdn-live1.qvc.jp/iPhone/800/800.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8#http://stream1.shopch.jp/HLS/out2/prog_index.m3u8
「日本」购物频道,http://stream1.shopch.jp/HLS/out3/prog_index.m3u8#http://stream1.shopch.jp/HLS/out4/prog_index.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3familypc/familypc1m/playlist.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
「韩国」EBS2,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8

「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/playlist.m3u8
「韩国」EBS1,http://ebsonairios.ebs.co.kr/groundwavetablet500k/tablet500k/groundwavetablet500k.m3u8

「韩国」EBS+1,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
「韩国」EBS+2,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
「韩国」EBSe,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8

「韩国」BBS,http://bbstv.clouducs.com:1935/bbstv-live/livestream/chunklist_w1216149699.m3u8

「韩国」KBC ,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
「韩国」NBS ,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」TJB ,http://1.245.74.5:1935/live/tv/.m3u8
「韩国」KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist.m3u

「韩国」KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net:443/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/01.m3u8
「韩国」KBS World,https://kbsworld-ott.akamaized.net/hls/live/2002341/kbsworld/master.m3u8

「韩国」CTS,https://d34t5yjz1ooymj.cloudfront.net/out/v1/875039d5eba0478fa8375a06b3aa5a37/index.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
「韩国」Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/chunklist.m3u8

「韩国」MTNW,http://moneytoday1.ktcdn.co.kr:1935/mtnlive/720/playlist.m3u8

「韩国」Job plus TV,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
「韩国」NBS,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
「韩国」DUBAI ONE,http://dminnvll.cdn.mangomolo.com/dubaione/smil:dubaione.stream.smil/chunklist.m3u8

「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
「亚洲」CNA,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
「亚洲」环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8

「卡塔尔」半岛新闻,http://live-hls-web-aja.getaj.net/AJA/02.m3u8
「俄罗斯」RT-NEWS,https://rt-rtd.rttv.com/live/rtnews/playlist.m3u8
「俄罗斯」RT-DOC,https://rt-rtd.rttv.com/live/rtdoc/playlist.m3u8
「俄罗斯」BRICS,https://brics.bonus-tv.ru/cdn/brics/chinese/playlist.m3u8
「乌克兰」KPBIM HD,https://cdn.1tvcrimea.ru/1tvcrimea.m3u8
「西班牙」GTP HD,http://europa-crtvg.flumotion.com/playlist.m3u8

NHK日本广播协会,http://180.167.104.105:9901/tsfile/live/1025_1.m3u8?key=tvbox6_com&playlive=1&authid=0
KBS韩国广播电视,http://180.167.104.105:9901/tsfile/live/1026_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CAN亚洲新闻台,http://180.167.104.105:9901/tsfile/live/1030_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CNB亚太财经,http://180.167.104.105:9901/tsfile/live/1031_1.m3u8?key=tvbox6_com&playlive=1&authid=0

泰国新闻,http://news1.live14.com/stream/news1_hi.m3u8
摔跤格斗,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
美国极限运动台,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8
金砖中文,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
金砖英文,http://brics.bonus-tv.ru/cdn/brics/english/tracks-v1a1/index.m3u8
🐼东莞电信👉组播,#genre#

东莞生活资讯,http://113.78.253.125:8888/udp/239.253.43.105:5146
东莞新闻综合,http://113.78.253.125:8888/udp/239.253.43.104:5146
佛山公共,http://113.78.253.125:8888/udp/239.253.43.53:5146
佛山南海,http://113.78.253.125:8888/udp/239.253.43.54:5146
佛山顺德,http://113.78.253.125:8888/udp/239.253.43.55:5146
佛山影视,http://113.78.253.125:8888/udp/239.253.43.56:5146
佛山综合,http://113.78.253.125:8888/udp/239.253.43.57:5146
广东房产,http://113.78.253.125:8888/udp/239.77.0.14:5146
广东国际,http://113.78.253.125:8888/udp/239.77.0.7:5146
广东民生,http://113.78.253.125:8888/udp/239.77.0.225:5146
广东少儿,http://113.78.253.125:8888/udp/239.77.0.250:5146
广东体育,http://113.78.253.125:8888/udp/239.77.0.112:5146
广东新闻,http://113.78.253.125:8888/udp/239.77.0.173:5146
广东移动,http://113.78.253.125:8888/udp/239.77.0.20:5146
广东影视,http://113.78.253.125:8888/udp/239.77.0.217:5146
广东珠江,http://113.78.253.125:8888/udp/239.77.0.1:5146
广东综艺,http://113.78.253.125:8888/udp/239.77.1.237:5146
广州法治,http://113.78.253.125:8888/udp/239.253.43.74:5146
广州竞赛,http://113.78.253.125:8888/udp/239.253.43.70:5146
广州竞赛,http://113.78.253.125:8888/udp/239.253.43.75:5146
广州新闻,http://113.78.253.125:8888/udp/239.253.43.72:5146
广州影视,http://113.78.253.125:8888/udp/239.253.43.73:5146
广州综合,http://113.78.253.125:8888/udp/239.253.43.71:5146
河源公共,http://113.78.253.125:8888/udp/239.253.43.214:5146
河源综合,http://113.78.253.125:8888/udp/239.253.43.213:5146
嘉佳卡通,http://113.78.253.125:8888/udp/239.77.0.179:5146
江门侨乡生活,http://113.78.253.125:8888/udp/239.77.0.202:5146
江门综合,http://113.78.253.125:8888/udp/239.77.0.201:5146
揭阳生活,http://113.78.253.125:8888/udp/239.77.0.251:5146
经济科教,http://113.78.253.125:8888/udp/239.77.0.85:5146
岭南戏曲,http://113.78.253.125:8888/udp/239.77.0.16:5146
茂名公共,http://113.78.253.125:8888/udp/239.77.0.207:5146
茂名综合,http://113.78.253.125:8888/udp/239.77.0.206:5146
南方购物,http://113.78.253.125:8888/udp/239.77.0.22:5146
南国都市,http://113.78.253.125:8888/udp/239.253.43.99:5146
清远文旅生活,http://113.78.253.125:8888/udp/239.253.43.34:5146
清远新闻综合,http://113.78.253.125:8888/udp/239.253.43.33:5146
汕头经济生活,http://113.78.253.125:8888/udp/239.253.43.46:5146
汕头文旅体育,http://113.78.253.125:8888/udp/239.253.43.47:5146
汕头综合,http://113.78.253.125:8888/udp/239.253.43.45:5146
汕尾文化生活,http://113.78.253.125:8888/udp/239.77.0.187:5146
汕尾新闻综合,http://113.78.253.125:8888/udp/239.77.0.25:5146
韶关绿色生活,http://113.78.253.125:8888/udp/239.77.0.119:5146
韶关新闻综合,http://113.78.253.125:8888/udp/239.77.0.117:5146
深圳宝安,http://113.78.253.125:8888/udp/239.77.1.67:5146
深圳宝安第一课,http://113.78.253.125:8888/udp/239.77.1.225:5146
深圳财经生活,http://113.78.253.125:8888/udp/239.77.1.242:5146
深圳电视剧,http://113.78.253.125:8888/udp/239.77.1.177:5146
深圳电视剧,http://113.78.253.125:8888/udp/239.77.1.125:5146
深圳都市,http://113.78.253.125:8888/udp/239.77.1.176:5146
深圳都市,http://113.78.253.125:8888/udp/239.77.1.124:5146
深圳公共,http://113.78.253.125:8888/udp/239.77.1.178:5146
深圳公共,http://113.78.253.125:8888/udp/239.77.1.126:5146
深圳龙岗,http://113.78.253.125:8888/udp/239.77.1.223:5146
深圳少儿,http://113.78.253.125:8888/udp/239.77.1.244:5146
深圳体育健康,http://113.78.253.125:8888/udp/239.77.1.128:5146
深圳宜和购物,http://113.78.253.125:8888/udp/239.77.1.87:5146
深圳移动电视,http://113.78.253.125:8888/udp/239.77.1.175:5146
深圳娱乐,http://113.78.253.125:8888/udp/239.77.1.243:5146
深圳众创TV,http://113.78.253.125:8888/udp/239.77.1.247:5146
HZTV1,http://113.78.253.125:8888/udp/239.77.1.232:5146
HZTV2,http://113.78.253.125:8888/udp/239.77.1.233:5146
现代教育,http://113.78.253.125:8888/udp/239.77.0.18:5146
香山文化,http://113.78.253.125:8888/udp/239.253.43.63:5146
徐闻综合,http://113.78.253.125:8888/udp/239.253.43.112:5146
云浮文旅,http://113.78.253.125:8888/udp/239.77.0.254:5146
云浮综合,http://113.78.253.125:8888/udp/239.77.0.253:5146
湛江公共,http://113.78.253.125:8888/udp/239.77.0.140:5146
湛江新闻综合,http://113.78.253.125:8888/udp/239.77.0.141:5146
肇庆生活服务,http://113.78.253.125:8888/udp/239.253.43.2:5146
肇庆综合,http://113.78.253.125:8888/udp/239.253.43.1:5146
中山教育,http://113.78.253.125:8888/udp/239.253.43.64:5146
中山综合,http://113.78.253.125:8888/udp/239.253.43.62:5146
珠海1,http://113.78.253.125:8888/udp/239.77.0.155:5146
珠海2,http://113.78.253.125:8888/udp/239.77.0.154:5146
